agent,choice_payload,choice_type,coh,dz_1mcos,dz_l2,error,judge_score,mask_size,persona_norm,phase,phase_code,policy,role,role_score,round,run_id,safety,seed,speaker_mode,target,target_is_wolf,truth
Agent_2,8,VOTE_TARGET,,0.000517,0.014065,judge_disabled,,6,0.4317970275878906,DAY_VOTE,1,,Werewolf,,2,run_1785018930_c1756f,,1337004012,disabled,Agent_8,0,
Agent_3,5,VOTE_TARGET,,0.000504,0.013785,judge_disabled,,6,0.1720457375049591,DAY_VOTE,1,,Worker,,2,run_1785018930_c1756f,,1337004012,disabled,Agent_5,0,
Agent_4,8,VOTE_TARGET,,0.000386,0.012511,judge_disabled,,6,0.2702183127403259,DAY_VOTE,1,,Werewolf,,2,run_1785018930_c1756f,,1337004012,disabled,Agent_8,0,
Agent_5,6,VOTE_TARGET,,0.005259,0.043980,judge_disabled,,6,0.35103756189346313,DAY_VOTE,1,,Worker,,2,run_1785018930_c1756f,,1337004012,disabled,Agent_6,0,
Agent_6,5,VOTE_TARGET,,0.000367,0.012401,judge_disabled,,6,0.11660865694284439,DAY_VOTE,1,,Worker,,2,run_1785018930_c1756f,,1337004012,disabled,Agent_5,0,
Agent_8,5,VOTE_TARGET,,0.000458,0.013185,judge_disabled,,6,0.19525566697120667,DAY_VOTE,1,,Worker,,2,run_1785018930_c1756f,,1337004012,disabled,Agent_5,0,
Agent_2,1,KILL_TARGET,,,,,,4,0.4317970275878906,NIGHT_KILL,2,,Werewolf,,2,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_2,2,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Werewolf,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_3,3,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_4,3,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_6,0,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_8,1,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_2,0,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Werewolf,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_3,2,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_4,4,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_6,2,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_8,3,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_2,8,VOTE_TARGET,,0.000520,0.014119,judge_disabled,,4,0.4317970275878906,DAY_VOTE,1,,Werewolf,,3,run_1785018930_c1756f,,1337004012,disabled,Agent_8,0,
Agent_3,6,VOTE_TARGET,,0.005120,0.044050,judge_disabled,,4,0.1720457375049591,DAY_VOTE,1,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,Agent_6,0,
Agent_4,8,VOTE_TARGET,,0.000372,0.012300,judge_disabled,,4,0.2702183127403259,DAY_VOTE,1,,Werewolf,,3,run_1785018930_c1756f,,1337004012,disabled,Agent_8,0,
Agent_6,3,VOTE_TARGET,,0.000355,0.012252,judge_disabled,,4,0.11660865694284439,DAY_VOTE,1,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,Agent_3,0,
Agent_8,6,VOTE_TARGET,,0.000457,0.013188,judge_disabled,,4,0.19525566697120667,DAY_VOTE,1,,Worker,,3,run_1785018930_c1756f,,1337004012,disabled,Agent_6,0,
Agent_2,3,KILL_TARGET,,,,,,3,0.4317970275878906,NIGHT_KILL,2,,Werewolf,,3,run_1785018930_c1756f,,1337004012,disabled,,,
Agent_0,1,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_1,2,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_2,4,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,3,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,4,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_5,2,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Werewolf,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_6,0,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_7,0,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_8,1,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,3,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_1,3,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_2,4,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,2,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,1,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_5,1,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Werewolf,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_6,2,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_7,0,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_8,2,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,7,VOTE_TARGET,,0.000523,0.013620,judge_disabled,,8,0.39172276854515076,DAY_VOTE,1,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_7,0,
Agent_1,7,VOTE_TARGET,,0.000492,0.013562,judge_disabled,,8,0.21732454001903534,DAY_VOTE,1,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_7,0,
Agent_2,7,VOTE_TARGET,,0.000427,0.012298,judge_disabled,,8,0.4317970275878906,DAY_VOTE,1,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_7,0,
Agent_3,7,VOTE_TARGET,,0.000625,0.015014,judge_disabled,,8,0.1720457375049591,DAY_VOTE,1,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_7,0,
Agent_4,1,VOTE_TARGET,,0.000546,0.013958,judge_disabled,,8,0.2702183127403259,DAY_VOTE,1,,Werewolf,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_1,0,
Agent_5,1,VOTE_TARGET,,0.000473,0.012973,judge_disabled,,8,0.35103756189346313,DAY_VOTE,1,,Werewolf,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_1,0,
Agent_6,7,VOTE_TARGET,,0.004092,0.038181,judge_disabled,,8,0.11660865694284439,DAY_VOTE,1,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_7,0,
Agent_7,5,VOTE_TARGET,,0.005278,0.043345,judge_disabled,,8,0.22779437899589539,DAY_VOTE,1,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_5,1,
Agent_8,7,VOTE_TARGET,,0.000408,0.012031,judge_disabled,,8,0.19525566697120667,DAY_VOTE,1,,Worker,,1,run_1785018935_69f51f,,1337013985,disabled,Agent_7,0,
Agent_4,6,KILL_TARGET,,,,,,6,0.2702183127403259,NIGHT_KILL,2,,Werewolf,,1,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,1,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_1,0,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_2,4,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,1,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,2,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_5,2,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Werewolf,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_8,2,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,0,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_1,4,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_2,4,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,1,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,4,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_5,3,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Werewolf,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_8,1,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,2,VOTE_TARGET,,0.000508,0.013459,judge_disabled,,6,0.39172276854515076,DAY_VOTE,1,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,Agent_2,0,
Agent_1,2,VOTE_TARGET,,0.004657,0.040828,judge_disabled,,6,0.21732454001903534,DAY_VOTE,1,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,Agent_2,0,
Agent_2,5,VOTE_TARGET,,0.003852,0.037060,judge_disabled,,6,0.4317970275878906,DAY_VOTE,1,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,Agent_5,1,
Agent_3,2,VOTE_TARGET,,0.000628,0.014990,judge_disabled,,6,0.1720457375049591,DAY_VOTE,1,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,Agent_2,0,
Agent_4,1,VOTE_TARGET,,0.000537,0.013816,judge_disabled,,6,0.2702183127403259,DAY_VOTE,1,,Werewolf,,2,run_1785018935_69f51f,,1337013985,disabled,Agent_1,0,
Agent_5,1,VOTE_TARGET,,0.000467,0.012925,judge_disabled,,6,0.35103756189346313,DAY_VOTE,1,,Werewolf,,2,run_1785018935_69f51f,,1337013985,disabled,Agent_1,0,
Agent_8,2,VOTE_TARGET,,0.000427,0.012304,judge_disabled,,6,0.19525566697120667,DAY_VOTE,1,,Worker,,2,run_1785018935_69f51f,,1337013985,disabled,Agent_2,0,
Agent_4,1,KILL_TARGET,,,,,,4,0.2702183127403259,NIGHT_KILL,2,,Werewolf,,2,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,0,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,1,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,2,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_5,0,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Werewolf,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_8,1,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,2,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,3,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,1,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_5,3,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Werewolf,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_8,0,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,5,VOTE_TARGET,,0.000494,0.013290,judge_disabled,,4,0.39172276854515076,DAY_VOTE,1,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,Agent_5,1,
Agent_3,5,VOTE_TARGET,,0.000645,0.015193,judge_disabled,,4,0.1720457375049591,DAY_VOTE,1,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,Agent_5,1,
Agent_4,0,VOTE_TARGET,,0.000536,0.013817,judge_disabled,,4,0.2702183127403259,DAY_VOTE,1,,Werewolf,,3,run_1785018935_69f51f,,1337013985,disabled,Agent_0,0,
Agent_5,0,VOTE_TARGET,,0.004610,0.040552,judge_disabled,,4,0.35103756189346313,DAY_VOTE,1,,Werewolf,,3,run_1785018935_69f51f,,1337013985,disabled,Agent_0,0,
Agent_8,5,VOTE_TARGET,,0.005326,0.043578,judge_disabled,,4,0.19525566697120667,DAY_VOTE,1,,Worker,,3,run_1785018935_69f51f,,1337013985,disabled,Agent_5,1,
Agent_4,8,KILL_TARGET,,,,,,3,0.2702183127403259,NIGHT_KILL,2,,Werewolf,,3,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,4,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,4,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,2,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,4,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,2,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,4,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,0,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,4,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_3,4,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,4,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_4,3,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Werewolf,,4,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,3,VOTE_TARGET,,0.004159,0.038540,judge_disabled,,2,0.39172276854515076,DAY_VOTE,1,,Worker,,4,run_1785018935_69f51f,,1337013985,disabled,Agent_3,0,
Agent_3,0,VOTE_TARGET,,0.004928,0.041984,judge_disabled,,2,0.1720457375049591,DAY_VOTE,1,,Worker,,4,run_1785018935_69f51f,,1337013985,disabled,Agent_0,0,
Agent_4,0,VOTE_TARGET,,0.000537,0.013833,judge_disabled,,2,0.2702183127403259,DAY_VOTE,1,,Werewolf,,4,run_1785018935_69f51f,,1337013985,disabled,Agent_0,0,
Agent_4,3,KILL_TARGET,,,,,,1,0.2702183127403259,NIGHT_KILL,2,,Werewolf,,4,run_1785018935_69f51f,,1337013985,disabled,,,
Agent_0,1,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_1,4,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Werewolf,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_2,0,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_3,4,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_4,2,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_5,3,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_6,1,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_7,2,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Werewolf,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_8,4,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_0,4,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_1,4,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Werewolf,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_2,3,TALK_INTENT,,,,,,,0.4317970275878906,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_3,2,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_4,1,TALK_INTENT,,,,,,,0.2702183127403259,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_5,4,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_6,4,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_7,1,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Werewolf,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_8,2,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_0,4,VOTE_TARGET,,0.000573,0.014114,judge_disabled,,8,0.39172276854515076,DAY_VOTE,1,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_4,0,
Agent_1,6,VOTE_TARGET,,0.000590,0.014420,judge_disabled,,8,0.21732454001903534,DAY_VOTE,1,,Werewolf,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_6,0,
Agent_2,4,VOTE_TARGET,,0.007739,0.053330,judge_disabled,,8,0.4317970275878906,DAY_VOTE,1,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_4,0,
Agent_3,4,VOTE_TARGET,,0.000484,0.013924,judge_disabled,,8,0.1720457375049591,DAY_VOTE,1,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_4,0,
Agent_4,0,VOTE_TARGET,,0.008167,0.053462,judge_disabled,,8,0.2702183127403259,DAY_VOTE,1,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_0,0,
Agent_5,0,VOTE_TARGET,,0.000505,0.013198,judge_disabled,,8,0.35103756189346313,DAY_VOTE,1,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_0,0,
Agent_6,4,VOTE_TARGET,,0.000544,0.013767,judge_disabled,,8,0.11660865694284439,DAY_VOTE,1,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_4,0,
Agent_7,6,VOTE_TARGET,,0.000602,0.014579,judge_disabled,,8,0.22779437899589539,DAY_VOTE,1,,Werewolf,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_6,0,
Agent_8,4,VOTE_TARGET,,0.000414,0.012141,judge_disabled,,8,0.19525566697120667,DAY_VOTE,1,,Worker,,1,run_1785018941_a70c37,,1337023958,disabled,Agent_4,0,
Agent_1,2,KILL_TARGET,,,,,,6,0.21732454001903534,NIGHT_KILL,2,,Werewolf,,1,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_0,2,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_1,0,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Werewolf,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_3,4,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_5,2,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_6,4,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_7,4,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Werewolf,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_8,0,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_0,0,TALK_INTENT,,,,,,,0.39172276854515076,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_1,1,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Werewolf,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_3,2,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_5,0,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_6,4,TALK_INTENT,,,,,,,0.11660865694284439,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_7,3,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Werewolf,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_8,4,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_0,8,VOTE_TARGET,,0.008139,0.052898,judge_disabled,,6,0.39172276854515076,DAY_VOTE,1,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,Agent_8,0,
Agent_1,6,VOTE_TARGET,,0.000601,0.014535,judge_disabled,,6,0.21732454001903534,DAY_VOTE,1,,Werewolf,,2,run_1785018941_a70c37,,1337023958,disabled,Agent_6,0,
Agent_3,0,VOTE_TARGET,,0.000491,0.014077,judge_disabled,,6,0.1720457375049591,DAY_VOTE,1,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,Agent_0,0,
Agent_5,0,VOTE_TARGET,,0.000489,0.012996,judge_disabled,,6,0.35103756189346313,DAY_VOTE,1,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,Agent_0,0,
Agent_6,0,VOTE_TARGET,,0.008139,0.053527,judge_disabled,,6,0.11660865694284439,DAY_VOTE,1,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,Agent_0,0,
Agent_7,6,VOTE_TARGET,,0.000607,0.014624,judge_disabled,,6,0.22779437899589539,DAY_VOTE,1,,Werewolf,,2,run_1785018941_a70c37,,1337023958,disabled,Agent_6,0,
Agent_8,0,VOTE_TARGET,,0.000407,0.012065,judge_disabled,,6,0.19525566697120667,DAY_VOTE,1,,Worker,,2,run_1785018941_a70c37,,1337023958,disabled,Agent_0,0,
Agent_1,6,KILL_TARGET,,,,,,4,0.21732454001903534,NIGHT_KILL,2,,Werewolf,,2,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_1,0,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Werewolf,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_3,4,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_5,0,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_7,4,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Werewolf,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_8,1,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_1,1,TALK_INTENT,,,,,,,0.21732454001903534,DAY_DISCUSS,0,,Werewolf,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_3,3,TALK_INTENT,,,,,,,0.1720457375049591,DAY_DISCUSS,0,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_5,4,TALK_INTENT,,,,,,,0.35103756189346313,DAY_DISCUSS,0,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_7,2,TALK_INTENT,,,,,,,0.22779437899589539,DAY_DISCUSS,0,,Werewolf,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_8,1,TALK_INTENT,,,,,,,0.19525566697120667,DAY_DISCUSS,0,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,,,
Agent_1,8,VOTE_TARGET,,0.000586,0.014346,judge_disabled,,4,0.21732454001903534,DAY_VOTE,1,,Werewolf,,3,run_1785018941_a70c37,,1337023958,disabled,Agent_8,0,
Agent_3,8,VOTE_TARGET,,0.008226,0.052529,judge_disabled,,4,0.1720457375049591,DAY_VOTE,1,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,Agent_8,0,
Agent_5,8,VOTE_TARGET,,0.000464,0.012675,judge_disabled,,4,0.35103756189346313,DAY_VOTE,1,,Worker,,3,run_1785018941_a70c37,,1337023958,disabled,Agent_8,0,
